,Store Number,Year,Month,Full Packs Sold,Single Bottles Sold,Sale (Dollars),SMALL,LARGE,CHEAP,MIDPRICE,EXPENSIVE,BRANDY,GIN,OTHER,RUM,SCHNAPPS,SPIRITS,TEQUILA,VODKA,WHISKY
11691,5747,2020,7,24,251,4593.39,54.0,2.0,22.0,31.0,3.0,1.0,0.0,8.0,4.0,2.0,4.0,1.0,17.0,19.0
11692,5747,2020,8,12,115,1946.33,21.0,1.0,9.0,11.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,6.0,8.0
11693,5747,2020,9,26,328,5820.41,66.0,7.0,32.0,36.0,5.0,1.0,1.0,12.0,12.0,5.0,1.0,4.0,19.0,18.0
11694,5747,2020,10,38,187,5247.23,54.0,3.0,27.0,26.0,4.0,1.0,2.0,12.0,8.0,2.0,1.0,3.0,11.0,17.0
11695,5747,2020,11,7,30,1138.18,8.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0
11696,5747,2020,12,14,157,3420.74,38.0,2.0,19.0,18.0,3.0,1.0,0.0,6.0,5.0,2.0,0.0,2.0,10.0,14.0
11697,5748,2019,7,49,186,8895.66,69.0,7.0,28.0,45.0,3.0,1.0,2.0,12.0,11.0,4.0,0.0,5.0,16.0,25.0
11698,5748,2019,8,8,46,1108.4,8.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0
11699,5748,2019,9,7,39,1054.35,9.0,2.0,5.0,5.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0
11700,5748,2019,10,19,0,2124.36,14.0,3.0,12.0,4.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,6.0
11701,5748,2019,11,10,114,2051.2200000000003,22.0,3.0,13.0,10.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,10.0
11702,5748,2019,12,8,45,1091.46,11.0,2.0,8.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0
11703,5748,2020,1,9,142,2049.65,21.0,6.0,16.0,10.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,6.0,10.0
11704,5748,2020,2,19,41,2057.87,20.0,3.0,19.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,9.0,8.0
11705,5748,2020,3,16,56,2294.34,19.0,5.0,10.0,12.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,9.0,7.0
11706,5748,2020,4,26,73,3319.09,27.0,4.0,13.0,17.0,1.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,7.0,8.0
11707,5748,2020,5,17,27,2620.08,16.0,2.0,9.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,7.0
11708,5748,2020,6,17,70,2787.49,25.0,6.0,10.0,19.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,2.0,5.0,13.0
11709,5748,2020,7,22,44,2838.0,23.0,5.0,12.0,16.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,13.0,8.0
11710,5748,2020,8,8,25,1181.66,11.0,3.0,4.0,9.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0
11711,5748,2020,9,17,69,2551.66,26.0,4.0,17.0,12.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,11.0,7.0
11712,5748,2020,10,20,65,3249.35,26.0,6.0,14.0,17.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,9.0,12.0
11713,5748,2020,11,11,18,1288.68,7.0,3.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0
11714,5748,2020,12,14,68,2223.7400000000002,24.0,5.0,10.0,19.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,6.0,14.0
11715,5749,2019,8,51,222,10362.95,89.0,7.0,31.0,60.0,5.0,1.0,2.0,14.0,14.0,5.0,0.0,6.0,23.0,31.0
11716,5749,2019,10,35,0,4356.18,20.0,6.0,10.0,15.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,10.0,5.0
11717,5749,2019,12,35,0,4804.68,27.0,3.0,12.0,17.0,1.0,2.0,1.0,8.0,8.0,0.0,0.0,4.0,2.0,5.0
11718,5749,2020,1,12,0,1117.74,5.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0
11719,5749,2020,3,30,0,3754.06,23.0,1.0,16.0,5.0,3.0,1.0,0.0,8.0,4.0,2.0,0.0,1.0,3.0,5.0
11720,5749,2020,4,10,0,759.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11721,5749,2020,6,50,0,5380.92,27.0,3.0,16.0,12.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,11.0,9.0
11722,5749,2020,8,23,0,2143.62,9.0,5.0,6.0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,3.0
11723,5749,2020,10,21,31,2373.3,20.0,4.0,14.0,8.0,2.0,1.0,0.0,3.0,5.0,6.0,0.0,1.0,6.0,2.0
11724,5749,2020,11,21,105,4279.66,30.0,2.0,13.0,18.0,1.0,1.0,0.0,8.0,5.0,2.0,0.0,3.0,8.0,5.0
11725,5749,2020,12,13,55,1735.81,20.0,2.0,13.0,6.0,3.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,5.0,2.0
11726,5750,2019,8,49,186,8878.32,71.0,6.0,29.0,45.0,3.0,1.0,2.0,11.0,11.0,4.0,0.0,5.0,17.0,26.0
11727,5750,2019,9,25,0,3137.4,23.0,0.0,15.0,6.0,2.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,6.0,4.0
11728,5750,2019,10,22,1,2343.17,16.0,1.0,12.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,7.0
11729,5750,2019,11,24,2,2618.86,20.0,4.0,9.0,11.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,10.0,5.0
11730,5750,2019,12,33,50,4055.75,28.0,5.0,17.0,13.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,17.0,6.0
11731,5750,2020,1,29,15,3922.1,28.0,1.0,13.0,13.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,12.0,9.0
11732,5750,2020,2,32,4,3092.1,20.0,4.0,13.0,8.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,10.0,6.0
11733,5750,2020,3,31,0,4378.4800000000005,25.0,3.0,13.0,13.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,8.0,9.0
11734,5750,2020,4,50,18,5659.0,35.0,3.0,19.0,16.0,3.0,0.0,1.0,7.0,2.0,1.0,0.0,2.0,13.0,12.0
11735,5750,2020,5,37,25,4434.0,31.0,4.0,16.0,15.0,4.0,1.0,0.0,5.0,8.0,0.0,0.0,1.0,15.0,5.0
11736,5750,2020,6,27,15,3153.38,23.0,4.0,13.0,11.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,9.0,8.0
11737,5750,2020,7,53,11,6309.58,41.0,5.0,21.0,20.0,5.0,1.0,0.0,7.0,3.0,2.0,0.0,2.0,21.0,10.0
11738,5750,2020,8,24,3,2630.51,16.0,2.0,9.0,8.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,7.0,2.0
11739,5750,2020,9,26,14,3431.92,17.0,5.0,9.0,10.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,10.0,7.0
11740,5750,2020,10,27,10,3001.88,21.0,3.0,9.0,11.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,8.0,7.0
11741,5750,2020,11,29,25,3912.84,24.0,4.0,10.0,15.0,3.0,1.0,1.0,5.0,1.0,2.0,0.0,0.0,10.0,8.0
11742,5750,2020,12,54,21,6620.46,41.0,6.0,23.0,17.0,7.0,0.0,0.0,8.0,7.0,1.0,0.0,1.0,13.0,17.0
11743,5751,2019,7,47,186,8696.34,67.0,7.0,27.0,44.0,3.0,1.0,2.0,11.0,11.0,4.0,0.0,5.0,16.0,24.0
11744,5751,2019,12,25,0,3816.98,17.0,0.0,6.0,11.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,3.0,5.0
11745,5751,2020,2,15,0,1948.2,10.0,4.0,8.0,6.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,2.0,2.0,0.0
11746,5751,2020,3,5,0,901.4399999999999,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
11747,5751,2020,4,22,0,1805.74,10.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0
11748,5751,2020,5,9,0,1080.3600000000001,7.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0
11749,5751,2020,6,12,0,2270.76,10.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0
11750,5751,2020,7,11,0,1413.74,7.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0
11751,5751,2020,9,10,0,1843.08,7.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0
11752,5751,2020,10,12,0,1225.8,4.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
11753,5751,2020,12,14,0,1721.76,10.0,1.0,7.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0
11754,5752,2019,7,62,186,10521.9,82.0,7.0,33.0,53.0,3.0,1.0,2.0,14.0,11.0,5.0,0.0,5.0,24.0,27.0
11755,5752,2019,10,16,23,2597.38,15.0,2.0,9.0,8.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,2.0,4.0
11756,5752,2019,12,15,0,1720.46,11.0,3.0,9.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0
11757,5752,2020,2,19,0,3251.78,19.0,0.0,7.0,11.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,9.0
11758,5752,2020,3,14,0,1348.5,10.0,2.0,8.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,2.0
11759,5752,2020,4,30,0,3569.54,18.0,4.0,10.0,10.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,5.0,10.0
11760,5752,2020,5,18,1,2162.39,7.0,11.0,3.0,13.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,7.0,3.0
11761,5752,2020,6,26,0,4071.24,21.0,4.0,8.0,16.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,7.0,9.0
11762,5752,2020,7,14,0,1576.2,11.0,1.0,4.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0
11763,5752,2020,8,36,0,5186.84,29.0,3.0,9.0,22.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,6.0,14.0
11764,5752,2020,10,34,0,3698.82,22.0,4.0,14.0,9.0,3.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,9.0,8.0
11765,5752,2020,12,10,0,2027.4,10.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0
11766,5753,2019,7,51,219,10313.09,86.0,9.0,31.0,59.0,5.0,2.0,2.0,15.0,14.0,5.0,0.0,6.0,22.0,29.0
11767,5753,2019,9,12,0,1047.22,7.0,3.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0
11768,5753,2019,10,16,24,1566.38,13.0,3.0,8.0,6.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0,3.0
11769,5753,2020,1,29,0,2928.88,17.0,2.0,12.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0
11770,5753,2020,3,23,15,2473.31,15.0,5.0,11.0,7.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,6.0,6.0
11771,5753,2020,4,37,61,4700.79,24.0,6.0,10.0,18.0,2.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,6.0,11.0
11772,5753,2020,6,64,17,7697.49,28.0,7.0,14.0,18.0,3.0,1.0,0.0,8.0,6.0,3.0,1.0,0.0,12.0,4.0
11773,5753,2020,9,31,3,2950.56,12.0,4.0,9.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,5.0
11774,5753,2020,10,57,22,7341.84,36.0,4.0,16.0,19.0,5.0,2.0,0.0,10.0,4.0,1.0,0.0,0.0,14.0,9.0
11775,5754,2019,7,47,186,8696.34,67.0,7.0,27.0,44.0,3.0,1.0,2.0,11.0,11.0,4.0,0.0,5.0,16.0,24.0
11776,5754,2019,8,17,0,2885.88,14.0,1.0,8.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0
11777,5754,2019,9,19,3,1850.97,16.0,1.0,11.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,4.0
11778,5754,2019,10,28,0,4434.1,23.0,1.0,11.0,12.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0,7.0
11779,5754,2019,11,30,0,4264.32,18.0,1.0,9.0,9.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,7.0
11780,5754,2019,12,9,0,1517.52,7.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0
11781,5754,2020,1,18,0,2221.06,12.0,1.0,8.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,5.0
11782,5754,2020,2,18,0,2425.32,13.0,3.0,7.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,7.0
11783,5754,2020,4,37,0,4803.26,21.0,5.0,11.0,14.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,6.0,13.0
11784,5754,2020,5,37,0,5982.02,32.0,2.0,11.0,22.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,9.0,14.0
11785,5754,2020,6,32,0,3193.38,15.0,2.0,6.0,10.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,6.0
11786,5754,2020,7,43,0,6328.78,31.0,3.0,17.0,16.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,10.0,14.0
11787,5754,2020,8,12,0,1955.1,8.0,0.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
11788,5754,2020,9,34,0,5013.64,23.0,3.0,13.0,11.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,9.0,9.0
11789,5754,2020,11,42,0,6713.42,29.0,3.0,16.0,12.0,4.0,1.0,0.0,6.0,2.0,0.0,1.0,1.0,7.0,14.0
11790,5754,2020,12,27,0,3808.14,13.0,3.0,8.0,6.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,6.0
11791,5755,2019,7,48,186,8807.46,68.0,7.0,28.0,44.0,3.0,1.0,2.0,11.0,11.0,4.0,0.0,5.0,16.0,25.0
11792,5755,2019,12,54,0,7942.1,40.0,4.0,22.0,20.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,3.0,9.0,16.0
11793,5755,2020,2,22,0,3259.1,19.0,3.0,10.0,12.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,4.0,9.0
11794,5755,2020,4,49,0,5779.68,34.0,3.0,21.0,14.0,2.0,2.0,1.0,9.0,6.0,0.0,0.0,0.0,9.0,10.0
11795,5755,2020,5,32,0,4148.54,25.0,4.0,13.0,14.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,3.0,6.0,8.0
11796,5755,2020,6,52,0,7613.18,45.0,1.0,20.0,24.0,2.0,2.0,0.0,11.0,6.0,1.0,1.0,2.0,5.0,18.0
11797,5755,2020,9,32,13,4320.72,27.0,3.0,17.0,12.0,1.0,2.0,0.0,7.0,3.0,0.0,0.0,1.0,9.0,8.0
11798,5755,2020,11,50,3,6624.11,40.0,4.0,24.0,17.0,3.0,1.0,0.0,13.0,6.0,1.0,0.0,2.0,8.0,13.0
11799,5755,2020,12,34,0,4632.42,25.0,3.0,14.0,14.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,10.0
11800,5756,2019,6,50,186,9022.62,70.0,7.0,30.0,44.0,3.0,1.0,2.0,12.0,11.0,4.0,0.0,5.0,17.0,25.0
11801,5756,2019,10,31,0,4682.88,26.0,5.0,15.0,13.0,3.0,0.0,1.0,5.0,6.0,1.0,0.0,3.0,7.0,8.0
11802,5756,2020,2,38,0,5975.04,33.0,5.0,14.0,22.0,2.0,1.0,0.0,4.0,9.0,0.0,0.0,0.0,10.0,14.0
11803,5756,2020,4,10,0,759.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11804,5756,2020,5,38,0,5683.68,36.0,2.0,17.0,19.0,2.0,1.0,0.0,6.0,6.0,2.0,0.0,3.0,7.0,13.0
11805,5756,2020,6,2,0,234.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11806,5756,2020,8,27,0,4077.54,26.0,1.0,14.0,12.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,13.0,6.0
11807,5756,2020,11,25,18,4266.05,26.0,3.0,12.0,16.0,1.0,0.0,0.0,6.0,4.0,1.0,0.0,2.0,8.0,8.0
11808,5757,2019,6,50,186,9022.62,70.0,7.0,30.0,44.0,3.0,1.0,2.0,12.0,11.0,4.0,0.0,5.0,17.0,25.0
11809,5757,2019,7,18,0,3282.48,12.0,6.0,1.0,13.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0,4.0
11810,5757,2019,8,11,0,1036.82,8.0,1.0,4.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0
11811,5757,2019,9,13,0,1303.2,12.0,0.0,9.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0
11812,5757,2019,11,13,0,1547.8,11.0,2.0,6.0,6.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0
11813,5757,2020,1,15,0,1565.44,11.0,1.0,6.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0
11814,5757,2020,4,10,0,759.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11815,5757,2020,5,69,0,10425.34,60.0,6.0,20.0,41.0,5.0,2.0,1.0,12.0,10.0,2.0,0.0,5.0,17.0,17.0
11816,5757,2020,6,2,0,234.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11817,5757,2020,8,18,0,1704.02,12.0,2.0,7.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,2.0
11818,5757,2020,11,21,43,2813.42,27.0,1.0,12.0,14.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,8.0,13.0
11819,5758,2019,9,45,186,8394.12,67.0,6.0,28.0,42.0,3.0,1.0,2.0,9.0,11.0,4.0,0.0,5.0,16.0,25.0
11820,5758,2019,11,13,0,2006.3999999999999,11.0,1.0,4.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,5.0
11821,5758,2019,12,21,0,2720.64,19.0,1.0,11.0,7.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,6.0
11822,5758,2020,1,19,0,2509.06,16.0,1.0,6.0,10.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,2.0,4.0
11823,5758,2020,2,20,0,2740.64,15.0,3.0,8.0,6.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,5.0,5.0
11824,5758,2020,3,15,3,1222.26,11.0,2.0,7.0,5.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0
11825,5758,2020,4,51,33,6737.28,46.0,7.0,22.0,27.0,4.0,0.0,0.0,15.0,7.0,2.0,0.0,1.0,13.0,15.0
11826,5758,2020,5,16,18,1656.28,15.0,2.0,8.0,8.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,2.0,4.0
11827,5758,2020,6,31,54,4766.33,37.0,6.0,16.0,22.0,5.0,0.0,0.0,13.0,6.0,0.0,2.0,1.0,9.0,12.0
11828,5758,2020,7,11,0,1309.86,6.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0
11829,5758,2020,8,20,76,3376.75,35.0,3.0,12.0,25.0,1.0,1.0,0.0,10.0,4.0,1.0,0.0,4.0,6.0,12.0
11830,5758,2020,9,23,96,3315.63,43.0,3.0,21.0,22.0,3.0,0.0,0.0,15.0,4.0,2.0,1.0,1.0,13.0,10.0
11831,5758,2020,10,20,104,3768.11,38.0,5.0,19.0,21.0,3.0,0.0,0.0,8.0,8.0,3.0,0.0,3.0,11.0,10.0
11832,5758,2020,11,19,20,2609.56,21.0,2.0,10.0,11.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,5.0,8.0
11833,5758,2020,12,38,131,5969.87,65.0,5.0,28.0,36.0,6.0,1.0,0.0,18.0,10.0,0.0,2.0,3.0,22.0,14.0
11834,5759,2019,7,47,186,8696.34,67.0,7.0,27.0,44.0,3.0,1.0,2.0,11.0,11.0,4.0,0.0,5.0,16.0,24.0
11835,5759,2019,11,59,94,8170.34,59.0,6.0,32.0,30.0,3.0,0.0,1.0,10.0,11.0,3.0,1.0,3.0,20.0,16.0
11836,5759,2020,3,19,142,3920.14,38.0,6.0,22.0,20.0,2.0,0.0,2.0,7.0,6.0,0.0,1.0,1.0,15.0,12.0
11837,5759,2020,4,10,0,759.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11838,5759,2020,5,4,156,1769.22,21.0,1.0,11.0,11.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,5.0,6.0
11839,5759,2020,6,26,191,5029.67,44.0,12.0,18.0,35.0,3.0,0.0,1.0,19.0,7.0,2.0,4.0,1.0,11.0,11.0
11840,5759,2020,7,5,115,1391.74,20.0,1.0,11.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,7.0,7.0
11841,5759,2020,9,8,192,2714.9,30.0,5.0,17.0,17.0,1.0,0.0,1.0,5.0,6.0,1.0,1.0,0.0,11.0,10.0
11842,5759,2020,10,8,123,2207.72,25.0,2.0,13.0,13.0,1.0,0.0,1.0,7.0,3.0,3.0,1.0,0.0,8.0,4.0
11843,5759,2020,11,6,114,1543.28,18.0,3.0,12.0,8.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,7.0,6.0
11844,5759,2020,12,10,204,3252.9500000000003,46.0,5.0,21.0,28.0,2.0,1.0,1.0,4.0,8.0,2.0,1.0,3.0,14.0,17.0
11845,5760,2019,7,50,186,9027.06,70.0,7.0,28.0,46.0,3.0,1.0,2.0,12.0,11.0,4.0,0.0,5.0,16.0,26.0
11846,5760,2019,8,6,66,2070.94,19.0,2.0,4.0,15.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,6.0
11847,5760,2019,12,19,0,1946.9,11.0,4.0,4.0,10.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,1.0,5.0
11848,5760,2020,1,10,18,1983.1200000000001,9.0,4.0,4.0,6.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0
11849,5760,2020,4,10,0,759.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11850,5760,2020,5,8,0,1252.92,4.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
11851,5760,2020,6,7,48,1512.0,13.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,7.0
11852,5760,2020,7,10,0,1170.0,8.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0
11853,5760,2020,9,1,104,1475.68,19.0,2.0,5.0,16.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,12.0
11854,5760,2020,11,18,86,2635.17,21.0,3.0,9.0,10.0,5.0,0.0,0.0,12.0,3.0,3.0,0.0,0.0,4.0,2.0
11855,5761,2019,8,42,216,8407.62,73.0,8.0,29.0,46.0,6.0,1.0,2.0,14.0,13.0,3.0,0.0,5.0,24.0,19.0
11856,5761,2019,11,13,0,1304.52,10.0,2.0,6.0,4.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0
11857,5761,2020,1,26,0,3474.48,15.0,9.0,9.0,11.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,9.0,5.0
11858,5761,2020,4,26,9,3078.98,15.0,5.0,8.0,10.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,5.0
11859,5761,2020,5,25,4,3317.68,17.0,9.0,11.0,10.0,5.0,0.0,1.0,12.0,1.0,0.0,0.0,1.0,7.0,4.0
11860,5761,2020,6,2,0,234.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11861,5761,2020,7,42,0,5167.54,30.0,8.0,16.0,19.0,3.0,0.0,0.0,12.0,4.0,1.0,0.0,1.0,13.0,7.0
11862,5761,2020,10,51,0,6280.9,35.0,6.0,18.0,21.0,2.0,0.0,1.0,4.0,6.0,2.0,0.0,0.0,12.0,16.0
11863,5761,2020,12,13,0,1816.54,7.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0
11864,5762,2019,9,45,203,8437.81,68.0,6.0,29.0,42.0,3.0,1.0,2.0,9.0,11.0,4.0,0.0,5.0,17.0,25.0
11865,5762,2020,1,30,45,4657.6,30.0,7.0,15.0,21.0,1.0,2.0,0.0,11.0,6.0,0.0,0.0,1.0,11.0,6.0
11866,5762,2020,3,34,34,5101.12,33.0,3.0,18.0,17.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,9.0,10.0
11867,5762,2020,4,10,0,759.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11868,5762,2020,5,19,115,3218.85,23.0,3.0,11.0,14.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,7.0,12.0
11869,5762,2020,6,15,55,2662.37,21.0,0.0,10.0,11.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,7.0,5.0
11870,5762,2020,7,13,59,2368.98,18.0,3.0,9.0,10.0,2.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,8.0
11871,5762,2020,9,13,131,3106.46,27.0,2.0,12.0,16.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,8.0,12.0
11872,5762,2020,10,24,253,5964.97,58.0,8.0,25.0,37.0,4.0,1.0,1.0,10.0,10.0,4.0,1.0,3.0,18.0,18.0
